Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
D1,7/8/1993,Bayern Munich,Freiburg,3,1,H,,,,1993-94
D1,7/8/1993,Dortmund,Karlsruhe,2,1,H,,,,1993-94
D1,7/8/1993,Duisburg,Leverkusen,2,2,D,,,,1993-94
D1,7/8/1993,FC Koln,Kaiserslautern,0,2,A,,,,1993-94
D1,7/8/1993,Hamburg,Nurnberg,5,2,H,,,,1993-94
D1,7/8/1993,Leipzig,Dresden,3,3,D,,,,1993-94
D1,7/8/1993,M'Gladbach,Ein Frankfurt,0,4,A,,,,1993-94
D1,7/8/1993,Wattenscheid,Schalke 04,3,0,H,,,,1993-94
D1,7/8/1993,Werder Bremen,Stuttgart,5,1,H,,,,1993-94
D1,14/08/93,Dresden,Duisburg,0,1,A,,,,1993-94
D1,14/08/93,Ein Frankfurt,Werder Bremen,2,2,D,,,,1993-94
D1,14/08/93,Freiburg,Wattenscheid,4,1,H,,,,1993-94
D1,14/08/93,Kaiserslautern,M'Gladbach,4,2,H,,,,1993-94
D1,14/08/93,Karlsruhe,Hamburg,2,0,H,,,,1993-94
D1,14/08/93,Leverkusen,Bayern Munich,2,1,H,,,,1993-94
D1,14/08/93,Nurnberg,FC Koln,1,0,H,,,,1993-94
D1,14/08/93,Schalke 04,Dortmund,1,0,H,,,,1993-94
D1,14/08/93,Stuttgart,Leipzig,0,0,D,,,,1993-94
D1,21/08/93,Bayern Munich,Dresden,5,0,H,,,,1993-94
D1,21/08/93,Dortmund,Freiburg,3,2,H,,,,1993-94
D1,21/08/93,Duisburg,Stuttgart,2,2,D,,,,1993-94
D1,21/08/93,Ein Frankfurt,Kaiserslautern,1,0,H,,,,1993-94
D1,21/08/93,FC Koln,Karlsruhe,2,1,H,,,,1993-94
D1,21/08/93,Hamburg,Schalke 04,4,1,H,,,,1993-94
D1,21/08/93,M'Gladbach,Nurnberg,2,0,H,,,,1993-94
D1,21/08/93,Wattenscheid,Leverkusen,1,2,A,,,,1993-94
D1,21/08/93,Werder Bremen,Leipzig,3,1,H,,,,1993-94
D1,28/08/93,Dresden,Wattenscheid,1,1,D,,,,1993-94
D1,28/08/93,Freiburg,Hamburg,0,1,A,,,,1993-94
D1,28/08/93,Kaiserslautern,Werder Bremen,2,3,A,,,,1993-94
D1,28/08/93,Karlsruhe,M'Gladbach,1,0,H,,,,1993-94
D1,28/08/93,Leipzig,Duisburg,1,1,D,,,,1993-94
D1,28/08/93,Leverkusen,Dortmund,2,1,H,,,,1993-94
D1,28/08/93,Nurnberg,Ein Frankfurt,1,5,A,,,,1993-94
D1,28/08/93,Schalke 04,FC Koln,1,2,A,,,,1993-94
D1,28/08/93,Stuttgart,Bayern Munich,2,2,D,,,,1993-94
D1,1/9/1993,Bayern Munich,Leipzig,3,0,H,,,,1993-94
D1,1/9/1993,Dortmund,Dresden,4,0,H,,,,1993-94
D1,1/9/1993,Ein Frankfurt,Karlsruhe,3,1,H,,,,1993-94
D1,1/9/1993,FC Koln,Freiburg,2,0,H,,,,1993-94
D1,1/9/1993,Hamburg,Leverkusen,2,1,H,,,,1993-94
D1,1/9/1993,Kaiserslautern,Nurnberg,3,1,H,,,,1993-94
D1,1/9/1993,M'Gladbach,Schalke 04,3,2,H,,,,1993-94
D1,1/9/1993,Wattenscheid,Stuttgart,2,4,A,,,,1993-94
D1,1/9/1993,Werder Bremen,Duisburg,1,5,A,,,,1993-94
D1,4/9/1993,Dresden,Hamburg,1,1,D,,,,1993-94
D1,4/9/1993,Duisburg,Bayern Munich,2,2,D,,,,1993-94
D1,4/9/1993,Freiburg,M'Gladbach,3,3,D,,,,1993-94
D1,4/9/1993,Karlsruhe,Kaiserslautern,1,1,D,,,,1993-94
D1,4/9/1993,Leipzig,Wattenscheid,0,0,D,,,,1993-94
D1,4/9/1993,Leverkusen,FC Koln,2,1,H,,,,1993-94
D1,4/9/1993,Nurnberg,Werder Bremen,0,1,A,,,,1993-94
D1,4/9/1993,Schalke 04,Ein Frankfurt,1,3,A,,,,1993-94
D1,4/9/1993,Stuttgart,Dortmund,2,2,D,,,,1993-94
D1,8/9/1993,Dortmund,Leipzig,0,1,A,,,,1993-94
D1,8/9/1993,Ein Frankfurt,Freiburg,3,0,H,,,,1993-94
D1,8/9/1993,FC Koln,Dresden,0,1,A,,,,1993-94
D1,8/9/1993,Hamburg,Stuttgart,3,2,H,,,,1993-94
D1,8/9/1993,Kaiserslautern,Schalke 04,0,0,D,,,,1993-94
D1,8/9/1993,M'Gladbach,Leverkusen,2,2,D,,,,1993-94
D1,8/9/1993,Nurnberg,Karlsruhe,1,1,D,,,,1993-94
D1,8/9/1993,Wattenscheid,Duisburg,0,2,A,,,,1993-94
D1,8/9/1993,Werder Bremen,Bayern Munich,1,0,H,,,,1993-94
D1,18/09/93,Bayern Munich,Wattenscheid,3,3,D,,,,1993-94
D1,18/09/93,Dresden,M'Gladbach,2,1,H,,,,1993-94
D1,18/09/93,Duisburg,Dortmund,2,2,D,,,,1993-94
D1,18/09/93,Freiburg,Kaiserslautern,2,3,A,,,,1993-94
D1,18/09/93,Karlsruhe,Werder Bremen,0,3,A,,,,1993-94
D1,18/09/93,Leipzig,Hamburg,1,4,A,,,,1993-94
D1,18/09/93,Leverkusen,Ein Frankfurt,2,2,D,,,,1993-94
D1,18/09/93,Schalke 04,Nurnberg,1,2,A,,,,1993-94
D1,18/09/93,Stuttgart,FC Koln,1,1,D,,,,1993-94
D1,25/09/93,Dortmund,Bayern Munich,1,1,D,,,,1993-94
D1,25/09/93,Ein Frankfurt,Dresden,3,2,H,,,,1993-94
D1,25/09/93,FC Koln,Leipzig,3,1,H,,,,1993-94
D1,25/09/93,Hamburg,Duisburg,0,1,A,,,,1993-94
D1,25/09/93,Kaiserslautern,Leverkusen,3,2,H,,,,1993-94
D1,25/09/93,Karlsruhe,Schalke 04,0,0,D,,,,1993-94
D1,25/09/93,M'Gladbach,Stuttgart,0,2,A,,,,1993-94
D1,25/09/93,Nurnberg,Freiburg,2,2,D,,,,1993-94
D1,25/09/93,Werder Bremen,Wattenscheid,0,0,D,,,,1993-94
D1,2/10/1993,Bayern Munich,Hamburg,4,0,H,,,,1993-94
D1,2/10/1993,Dresden,Kaiserslautern,3,1,H,,,,1993-94
D1,2/10/1993,Duisburg,FC Koln,0,0,D,,,,1993-94
D1,2/10/1993,Freiburg,Karlsruhe,3,3,D,,,,1993-94
D1,2/10/1993,Leipzig,M'Gladbach,1,1,D,,,,1993-94
D1,2/10/1993,Leverkusen,Nurnberg,4,0,H,,,,1993-94
D1,2/10/1993,Schalke 04,Werder Bremen,1,1,D,,,,1993-94
D1,2/10/1993,Stuttgart,Ein Frankfurt,0,2,A,,,,1993-94
D1,2/10/1993,Wattenscheid,Dortmund,1,2,A,,,,1993-94
D1,9/10/1993,Ein Frankfurt,Leipzig,2,1,H,,,,1993-94
D1,9/10/1993,FC Koln,Bayern Munich,0,4,A,,,,1993-94
D1,9/10/1993,Hamburg,Wattenscheid,2,1,H,,,,1993-94
D1,9/10/1993,Kaiserslautern,Stuttgart,5,0,H,,,,1993-94
D1,9/10/1993,Karlsruhe,Leverkusen,2,0,H,,,,1993-94
D1,9/10/1993,M'Gladbach,Duisburg,4,1,H,,,,1993-94
D1,9/10/1993,Nurnberg,Dresden,3,0,H,,,,1993-94
D1,9/10/1993,Schalke 04,Freiburg,1,3,A,,,,1993-94
D1,9/10/1993,Werder Bremen,Dortmund,4,0,H,,,,1993-94
D1,16/10/93,Bayern Munich,M'Gladbach,3,1,H,,,,1993-94
D1,16/10/93,Dortmund,Hamburg,2,1,H,,,,1993-94
D1,16/10/93,Dresden,Karlsruhe,1,1,D,,,,1993-94
D1,16/10/93,Duisburg,Ein Frankfurt,1,0,H,,,,1993-94
D1,16/10/93,Freiburg,Werder Bremen,0,0,D,,,,1993-94
D1,16/10/93,Leipzig,Kaiserslautern,0,0,D,,,,1993-94
D1,16/10/93,Leverkusen,Schalke 04,5,1,H,,,,1993-94
D1,16/10/93,Stuttgart,Nurnberg,1,0,H,,,,1993-94
D1,16/10/93,Wattenscheid,FC Koln,2,2,D,,,,1993-94
D1,23/10/93,Ein Frankfurt,Bayern Munich,2,2,D,,,,1993-94
D1,23/10/93,FC Koln,Dortmund,2,0,H,,,,1993-94
D1,23/10/93,Freiburg,Leverkusen,1,0,H,,,,1993-94
D1,23/10/93,Kaiserslautern,Duisburg,2,0,H,,,,1993-94
D1,23/10/93,Karlsruhe,Stuttgart,0,0,D,,,,1993-94
D1,23/10/93,M'Gladbach,Wattenscheid,3,3,D,,,,1993-94
D1,23/10/93,Nurnberg,Leipzig,5,0,H,,,,1993-94
D1,23/10/93,Schalke 04,Dresden,0,0,D,,,,1993-94
D1,23/10/93,Werder Bremen,Hamburg,0,2,A,,,,1993-94
D1,30/10/93,Bayern Munich,Kaiserslautern,4,0,H,,,,1993-94
D1,30/10/93,Dortmund,M'Gladbach,3,0,H,,,,1993-94
D1,30/10/93,Dresden,Freiburg,1,2,A,,,,1993-94
D1,30/10/93,Duisburg,Nurnberg,1,0,H,,,,1993-94
D1,30/10/93,Hamburg,FC Koln,2,4,A,,,,1993-94
D1,30/10/93,Leipzig,Karlsruhe,1,0,H,,,,1993-94
D1,30/10/93,Leverkusen,Werder Bremen,2,2,D,,,,1993-94
D1,30/10/93,Stuttgart,Schalke 04,3,0,H,,,,1993-94
D1,30/10/93,Wattenscheid,Ein Frankfurt,0,0,D,,,,1993-94
D1,6/11/1993,Dresden,Leverkusen,1,1,D,,,,1993-94
D1,6/11/1993,Ein Frankfurt,Dortmund,2,0,H,,,,1993-94
D1,6/11/1993,FC Koln,Werder Bremen,2,0,H,,,,1993-94
D1,6/11/1993,Freiburg,Stuttgart,2,1,H,,,,1993-94
D1,6/11/1993,Kaiserslautern,Wattenscheid,4,1,H,,,,1993-94
D1,6/11/1993,Karlsruhe,Duisburg,5,0,H,,,,1993-94
D1,6/11/1993,M'Gladbach,Hamburg,2,2,D,,,,1993-94
D1,6/11/1993,Nurnberg,Bayern Munich,2,0,H,,,,1993-94
D1,6/11/1993,Schalke 04,Leipzig,3,1,H,,,,1993-94
D1,13/11/93,Bayern Munich,Karlsruhe,1,0,H,,,,1993-94
D1,13/11/93,Dortmund,Kaiserslautern,2,1,H,,,,1993-94
D1,13/11/93,Duisburg,Schalke 04,1,0,H,,,,1993-94
D1,13/11/93,FC Koln,M'Gladbach,0,4,A,,,,1993-94
D1,13/11/93,Hamburg,Ein Frankfurt,3,0,H,,,,1993-94
D1,13/11/93,Leipzig,Freiburg,2,2,D,,,,1993-94
D1,13/11/93,Stuttgart,Leverkusen,1,4,A,,,,1993-94
D1,13/11/93,Wattenscheid,Nurnberg,2,1,H,,,,1993-94
D1,13/11/93,Werder Bremen,Dresden,0,1,A,,,,1993-94
D1,20/11/93,Dresden,Stuttgart,1,0,H,,,,1993-94
D1,20/11/93,Ein Frankfurt,FC Koln,0,3,A,,,,1993-94
D1,20/11/93,Freiburg,Duisburg,1,2,A,,,,1993-94
D1,20/11/93,Kaiserslautern,Hamburg,3,0,H,,,,1993-94
D1,20/11/93,Karlsruhe,Wattenscheid,2,0,H,,,,1993-94
D1,20/11/93,Leverkusen,Leipzig,3,1,H,,,,1993-94
D1,20/11/93,M'Gladbach,Werder Bremen,3,2,H,,,,1993-94
D1,20/11/93,Nurnberg,Dortmund,0,0,D,,,,1993-94
D1,20/11/93,Schalke 04,Bayern Munich,1,1,D,,,,1993-94
D1,27/11/93,Dresden,Leipzig,1,0,H,,,,1993-94
D1,27/11/93,Ein Frankfurt,M'Gladbach,0,3,A,,,,1993-94
D1,27/11/93,Freiburg,Bayern Munich,3,1,H,,,,1993-94
D1,27/11/93,Kaiserslautern,FC Koln,3,0,H,,,,1993-94
D1,27/11/93,Karlsruhe,Dortmund,3,3,D,,,,1993-94
D1,27/11/93,Leverkusen,Duisburg,2,1,H,,,,1993-94
D1,27/11/93,Nurnberg,Hamburg,0,1,A,,,,1993-94
D1,27/11/93,Schalke 04,Wattenscheid,4,1,H,,,,1993-94
D1,27/11/93,Stuttgart,Werder Bremen,0,0,D,,,,1993-94
D1,4/12/1993,Bayern Munich,Leverkusen,1,1,D,,,,1993-94
D1,4/12/1993,Dortmund,Schalke 04,1,1,D,,,,1993-94
D1,4/12/1993,Duisburg,Dresden,1,1,D,,,,1993-94
D1,4/12/1993,FC Koln,Nurnberg,0,1,A,,,,1993-94
D1,4/12/1993,Hamburg,Karlsruhe,1,1,D,,,,1993-94
D1,4/12/1993,Leipzig,Stuttgart,0,0,D,,,,1993-94
D1,4/12/1993,M'Gladbach,Kaiserslautern,3,1,H,,,,1993-94
D1,4/12/1993,Wattenscheid,Freiburg,3,1,H,,,,1993-94
D1,4/12/1993,Werder Bremen,Ein Frankfurt,1,0,H,,,,1993-94
D1,11/12/1993,Dresden,Bayern Munich,1,1,D,,,,1993-94
D1,11/12/1993,Freiburg,Dortmund,4,1,H,,,,1993-94
D1,11/12/1993,Kaiserslautern,Ein Frankfurt,1,1,D,,,,1993-94
D1,11/12/1993,Karlsruhe,FC Koln,2,0,H,,,,1993-94
D1,11/12/1993,Leipzig,Werder Bremen,1,1,D,,,,1993-94
D1,11/12/1993,Leverkusen,Wattenscheid,1,1,D,,,,1993-94
D1,11/12/1993,Nurnberg,M'Gladbach,2,4,A,,,,1993-94
D1,11/12/1993,Schalke 04,Hamburg,1,0,H,,,,1993-94
D1,11/12/1993,Stuttgart,Duisburg,4,0,H,,,,1993-94
D1,12/2/1994,Bayern Munich,Stuttgart,1,3,A,,,,1993-94
D1,12/2/1994,Dortmund,Leverkusen,1,0,H,,,,1993-94
D1,12/2/1994,Duisburg,Leipzig,2,1,H,,,,1993-94
D1,12/2/1994,Ein Frankfurt,Nurnberg,1,1,D,,,,1993-94
D1,12/2/1994,FC Koln,Schalke 04,1,1,D,,,,1993-94
D1,12/2/1994,Hamburg,Freiburg,1,1,D,,,,1993-94
D1,12/2/1994,M'Gladbach,Karlsruhe,1,2,A,,,,1993-94
D1,12/2/1994,Wattenscheid,Dresden,1,1,D,,,,1993-94
D1,12/2/1994,Werder Bremen,Kaiserslautern,2,0,H,,,,1993-94
D1,19/02/94,Dresden,Dortmund,3,0,H,,,,1993-94
D1,19/02/94,Duisburg,Werder Bremen,1,0,H,,,,1993-94
D1,19/02/94,Freiburg,FC Koln,2,4,A,,,,1993-94
D1,19/02/94,Karlsruhe,Ein Frankfurt,1,0,H,,,,1993-94
D1,19/02/94,Leipzig,Bayern Munich,1,3,A,,,,1993-94
D1,19/02/94,Leverkusen,Hamburg,1,2,A,,,,1993-94
D1,19/02/94,Nurnberg,Kaiserslautern,0,2,A,,,,1993-94
D1,19/02/94,Schalke 04,M'Gladbach,2,1,H,,,,1993-94
D1,19/02/94,Stuttgart,Wattenscheid,3,0,H,,,,1993-94
D1,26/02/94,Bayern Munich,Duisburg,4,0,H,,,,1993-94
D1,26/02/94,Dortmund,Stuttgart,1,2,A,,,,1993-94
D1,26/02/94,Ein Frankfurt,Schalke 04,1,3,A,,,,1993-94
D1,26/02/94,FC Koln,Leverkusen,1,1,D,,,,1993-94
D1,26/02/94,Hamburg,Dresden,1,1,D,,,,1993-94
D1,26/02/94,Kaiserslautern,Karlsruhe,0,0,D,,,,1993-94
D1,26/02/94,M'Gladbach,Freiburg,1,1,D,,,,1993-94
D1,26/02/94,Wattenscheid,Leipzig,2,2,D,,,,1993-94
D1,26/02/94,Werder Bremen,Nurnberg,2,2,D,,,,1993-94
D1,5/3/1994,Bayern Munich,Werder Bremen,2,0,H,,,,1993-94
D1,5/3/1994,Dresden,FC Koln,1,1,D,,,,1993-94
D1,5/3/1994,Duisburg,Wattenscheid,2,1,H,,,,1993-94
D1,5/3/1994,Freiburg,Ein Frankfurt,1,3,A,,,,1993-94
D1,5/3/1994,Karlsruhe,Nurnberg,3,2,H,,,,1993-94
D1,5/3/1994,Leipzig,Dortmund,2,3,A,,,,1993-94
D1,5/3/1994,Leverkusen,M'Gladbach,0,1,A,,,,1993-94
D1,5/3/1994,Schalke 04,Kaiserslautern,2,0,H,,,,1993-94
D1,5/3/1994,Stuttgart,Hamburg,4,0,H,,,,1993-94
D1,12/3/1994,Dortmund,Duisburg,2,1,H,,,,1993-94
D1,12/3/1994,Ein Frankfurt,Leverkusen,2,0,H,,,,1993-94
D1,12/3/1994,FC Koln,Stuttgart,3,1,H,,,,1993-94
D1,12/3/1994,Hamburg,Leipzig,3,0,H,,,,1993-94
D1,12/3/1994,Kaiserslautern,Freiburg,1,0,H,,,,1993-94
D1,12/3/1994,M'Gladbach,Dresden,2,1,H,,,,1993-94
D1,12/3/1994,Nurnberg,Schalke 04,1,0,H,,,,1993-94
D1,12/3/1994,Wattenscheid,Bayern Munich,1,3,A,,,,1993-94
D1,12/3/1994,Werder Bremen,Karlsruhe,0,2,A,,,,1993-94
D1,19/03/94,Bayern Munich,Dortmund,0,0,D,,,,1993-94
D1,19/03/94,Dresden,Ein Frankfurt,0,4,A,,,,1993-94
D1,19/03/94,Duisburg,Hamburg,0,1,A,,,,1993-94
D1,19/03/94,Freiburg,Nurnberg,0,0,D,,,,1993-94
D1,19/03/94,Leipzig,FC Koln,2,3,A,,,,1993-94
D1,19/03/94,Leverkusen,Kaiserslautern,3,2,H,,,,1993-94
D1,19/03/94,Schalke 04,Karlsruhe,2,0,H,,,,1993-94
D1,19/03/94,Stuttgart,M'Gladbach,3,0,H,,,,1993-94
D1,19/03/94,Wattenscheid,Werder Bremen,2,2,D,,,,1993-94
D1,26/03/94,Dortmund,Wattenscheid,2,0,H,,,,1993-94
D1,26/03/94,Ein Frankfurt,Stuttgart,0,0,D,,,,1993-94
D1,26/03/94,FC Koln,Duisburg,1,0,H,,,,1993-94
D1,26/03/94,Hamburg,Bayern Munich,1,2,A,,,,1993-94
D1,26/03/94,Kaiserslautern,Dresden,0,0,D,,,,1993-94
D1,26/03/94,Karlsruhe,Freiburg,2,1,H,,,,1993-94
D1,26/03/94,M'Gladbach,Leipzig,6,1,H,,,,1993-94
D1,26/03/94,Nurnberg,Leverkusen,2,3,A,,,,1993-94
D1,26/03/94,Werder Bremen,Schalke 04,0,1,A,,,,1993-94
D1,2/4/1994,Bayern Munich,FC Koln,1,0,H,,,,1993-94
D1,2/4/1994,Dortmund,Werder Bremen,3,2,H,,,,1993-94
D1,2/4/1994,Dresden,Nurnberg,1,1,D,,,,1993-94
D1,2/4/1994,Duisburg,M'Gladbach,2,0,H,,,,1993-94
D1,2/4/1994,Freiburg,Schalke 04,2,3,A,,,,1993-94
D1,2/4/1994,Leipzig,Ein Frankfurt,1,0,H,,,,1993-94
D1,2/4/1994,Leverkusen,Karlsruhe,3,1,H,,,,1993-94
D1,2/4/1994,Stuttgart,Kaiserslautern,1,1,D,,,,1993-94
D1,2/4/1994,Wattenscheid,Hamburg,3,1,H,,,,1993-94
D1,3/4/1994,Bayern Munich,Nurnberg,5,0,H,,,,1993-94
D1,6/4/1994,Ein Frankfurt,Duisburg,1,2,A,,,,1993-94
D1,6/4/1994,FC Koln,Wattenscheid,3,2,H,,,,1993-94
D1,6/4/1994,Hamburg,Dortmund,0,0,D,,,,1993-94
D1,6/4/1994,Kaiserslautern,Leipzig,1,0,H,,,,1993-94
D1,6/4/1994,Karlsruhe,Dresden,1,0,H,,,,1993-94
D1,6/4/1994,M'Gladbach,Bayern Munich,2,0,H,,,,1993-94
D1,6/4/1994,Nurnberg,Stuttgart,1,0,H,,,,1993-94
D1,6/4/1994,Schalke 04,Leverkusen,1,1,D,,,,1993-94
D1,6/4/1994,Werder Bremen,Freiburg,3,2,H,,,,1993-94
D1,9/4/1994,Bayern Munich,Ein Frankfurt,2,1,H,,,,1993-94
D1,9/4/1994,Dortmund,FC Koln,2,1,H,,,,1993-94
D1,9/4/1994,Dresden,Schalke 04,1,0,H,,,,1993-94
D1,9/4/1994,Duisburg,Kaiserslautern,1,7,A,,,,1993-94
D1,9/4/1994,Hamburg,Werder Bremen,1,1,D,,,,1993-94
D1,9/4/1994,Leipzig,Nurnberg,0,2,A,,,,1993-94
D1,9/4/1994,Leverkusen,Freiburg,2,1,H,,,,1993-94
D1,9/4/1994,Stuttgart,Karlsruhe,3,0,H,,,,1993-94
D1,9/4/1994,Wattenscheid,M'Gladbach,3,1,H,,,,1993-94
D1,16/04/94,Ein Frankfurt,Wattenscheid,5,1,H,,,,1993-94
D1,16/04/94,FC Koln,Hamburg,3,0,H,,,,1993-94
D1,16/04/94,Freiburg,Dresden,0,1,A,,,,1993-94
D1,16/04/94,Kaiserslautern,Bayern Munich,4,0,H,,,,1993-94
D1,16/04/94,Karlsruhe,Leipzig,3,2,H,,,,1993-94
D1,16/04/94,M'Gladbach,Dortmund,0,0,D,,,,1993-94
D1,16/04/94,Nurnberg,Duisburg,0,0,D,,,,1993-94
D1,16/04/94,Schalke 04,Stuttgart,0,1,A,,,,1993-94
D1,16/04/94,Werder Bremen,Leverkusen,2,1,H,,,,1993-94
D1,23/04/94,Dortmund,Ein Frankfurt,2,0,H,,,,1993-94
D1,23/04/94,Duisburg,Karlsruhe,1,2,A,,,,1993-94
D1,23/04/94,Hamburg,M'Gladbach,1,3,A,,,,1993-94
D1,23/04/94,Leipzig,Schalke 04,2,2,D,,,,1993-94
D1,23/04/94,Leverkusen,Dresden,1,1,D,,,,1993-94
D1,23/04/94,Stuttgart,Freiburg,0,4,A,,,,1993-94
D1,23/04/94,Wattenscheid,Kaiserslautern,0,2,A,,,,1993-94
D1,23/04/94,Werder Bremen,FC Koln,3,1,H,,,,1993-94
D1,30/04/94,Dresden,Werder Bremen,1,0,H,,,,1993-94
D1,30/04/94,Ein Frankfurt,Hamburg,1,1,D,,,,1993-94
D1,30/04/94,Freiburg,Leipzig,1,0,H,,,,1993-94
D1,30/04/94,Kaiserslautern,Dortmund,2,0,H,,,,1993-94
D1,30/04/94,Karlsruhe,Bayern Munich,1,1,D,,,,1993-94
D1,30/04/94,Leverkusen,Stuttgart,1,1,D,,,,1993-94
D1,30/04/94,M'Gladbach,FC Koln,4,1,H,,,,1993-94
D1,30/04/94,Nurnberg,Wattenscheid,4,1,H,,,,1993-94
D1,30/04/94,Schalke 04,Duisburg,1,3,A,,,,1993-94
D1,7/5/1994,Bayern Munich,Schalke 04,2,0,H,,,,1993-94
D1,7/5/1994,Dortmund,Nurnberg,4,1,H,,,,1993-94
D1,7/5/1994,Duisburg,Freiburg,0,2,A,,,,1993-94
D1,7/5/1994,FC Koln,Ein Frankfurt,2,3,A,,,,1993-94
D1,7/5/1994,Hamburg,Kaiserslautern,1,3,A,,,,1993-94
D1,7/5/1994,Leipzig,Leverkusen,2,3,A,,,,1993-94
D1,7/5/1994,Stuttgart,Dresden,3,0,H,,,,1993-94
D1,7/5/1994,Wattenscheid,Karlsruhe,5,1,H,,,,1993-94
D1,7/5/1994,Werder Bremen,M'Gladbach,4,2,H,,,,1993-94
D1,19/08/94,Leverkusen,Kaiserslautern,0,1,A,,,,1994-95
D1,19/08/94,Schalke 04,M'gladbach,1,1,D,,,,1994-95
D1,19/08/94,Stuttgart,Hamburg,2,1,H,,,,1994-95
D1,20/08/94,Bayern Munich,Bochum,3,1,H,,,,1994-95
D1,20/08/94,Dortmund,Munich 1860,4,0,H,,,,1994-95
D1,20/08/94,Dresden,Werder Bremen,1,1,D,,,,1994-95
D1,20/08/94,Ein Frankfurt,FC Koln,0,0,D,,,,1994-95
D1,20/08/94,Karlsruhe,Freiburg,2,0,H,,,,1994-95
D1,20/08/94,Uerdingen,Duisburg,1,1,D,,,,1994-95
D1,23/08/94,Bochum,Dresden,2,0,H,,,,1994-95
D1,23/08/94,FC Koln,Dortmund,1,6,A,,,,1994-95
D1,23/08/94,Freiburg,Bayern Munich,5,1,H,,,,1994-95
D1,23/08/94,Kaiserslautern,Ein Frankfurt,1,1,D,,,,1994-95
D1,23/08/94,Munich 1860,Stuttgart,0,2,A,,,,1994-95
D1,24/08/94,Duisburg,Schalke 04,2,2,D,,,,1994-95
D1,24/08/94,Hamburg,Uerdingen,0,0,D,,,,1994-95
D1,24/08/94,M'gladbach,Karlsruhe,2,2,D,,,,1994-95
D1,24/08/94,Werder Bremen,Leverkusen,3,2,H,,,,1994-95
D1,26/08/94,Dortmund,Kaiserslautern,2,1,H,,,,1994-95
D1,26/08/94,Dresden,Freiburg,1,3,A,,,,1994-95
D1,27/08/94,Bayern Munich,M'gladbach,3,0,H,,,,1994-95
D1,27/08/94,Karlsruhe,Duisburg,4,1,H,,,,1994-95
D1,27/08/94,Schalke 04,Hamburg,0,1,A,,,,1994-95
D1,27/08/94,Stuttgart,FC Koln,2,2,D,,,,1994-95
D1,27/08/94,Uerdingen,Munich 1860,1,1,D,,,,1994-95
D1,27/08/94,Werder Bremen,Bochum,3,0,H,,,,1994-95
D1,28/08/94,Leverkusen,Ein Frankfurt,4,0,H,,,,1994-95
D1,2/9/1994,Duisburg,Bayern Munich,0,3,A,,,,1994-95
D1,2/9/1994,Freiburg,Werder Bremen,1,3,A,,,,1994-95
D1,2/9/1994,M'gladbach,Dresden,2,0,H,,,,1994-95
D1,3/9/1994,Bochum,Leverkusen,1,3,A,,,,1994-95
D1,3/9/1994,Ein Frankfurt,Dortmund,4,1,H,,,,1994-95
D1,3/9/1994,FC Koln,Uerdingen,2,0,H,,,,1994-95
D1,3/9/1994,Hamburg,Karlsruhe,3,1,H,,,,1994-95
D1,3/9/1994,Kaiserslautern,Stuttgart,3,2,H,,,,1994-95
D1,3/9/1994,Munich 1860,Schalke 04,0,1,A,,,,1994-95
D1,17/09/94,Bayern Munich,Hamburg,1,1,D,,,,1994-95
D1,17/09/94,Bochum,Freiburg,1,3,A,,,,1994-95
D1,17/09/94,Dresden,Duisburg,4,2,H,,,,1994-95
D1,17/09/94,Karlsruhe,Munich 1860,3,1,H,,,,1994-95
D1,17/09/94,Leverkusen,Dortmund,2,2,D,,,,1994-95
D1,17/09/94,Schalke 04,FC Koln,3,1,H,,,,1994-95
D1,17/09/94,Stuttgart,Ein Frankfurt,4,1,H,,,,1994-95
D1,17/09/94,Uerdingen,Kaiserslautern,1,3,A,,,,1994-95
D1,17/09/94,Werder Bremen,M'gladbach,1,0,H,,,,1994-95
D1,21/09/94,Munich 1860,Bayern Munich,1,3,A,,,,1994-95
D1,23/09/94,Ein Frankfurt,Uerdingen,0,3,A,,,,1994-95
D1,23/09/94,FC Koln,Karlsruhe,3,4,A,,,,1994-95
D1,24/09/94,Dortmund,Stuttgart,5,0,H,,,,1994-95
D1,24/09/94,Duisburg,Werder Bremen,0,2,A,,,,1994-95
D1,24/09/94,Freiburg,Leverkusen,1,1,D,,,,1994-95
D1,24/09/94,Hamburg,Dresden,2,1,H,,,,1994-95
D1,24/09/94,Kaiserslautern,Schalke 04,3,1,H,,,,1994-95
D1,24/09/94,M'gladbach,Bochum,7,1,H,,,,1994-95
D1,30/09/94,Bochum,Duisburg,1,0,H,,,,1994-95
D1,30/09/94,Dresden,Munich 1860,1,1,D,,,,1994-95
D1,1/10/1994,Bayern Munich,FC Koln,2,2,D,,,,1994-95
D1,1/10/1994,Karlsruhe,Kaiserslautern,3,3,D,,,,1994-95
D1,1/10/1994,Leverkusen,Stuttgart,3,1,H,,,,1994-95
D1,1/10/1994,Schalke 04,Ein Frankfurt,0,0,D,,,,1994-95
D1,1/10/1994,Uerdingen,Dortmund,0,2,A,,,,1994-95
D1,2/10/1994,Freiburg,M'gladbach,1,1,D,,,,1994-95
D1,5/10/1994,Kaiserslautern,Bayern Munich,1,1,D,,,,1994-95
D1,6/10/1994,Werder Bremen,Hamburg,1,4,A,,,,1994-95
